description,crop,status,disease,recommended_pesticide
clear Spots develop yellow halos as they expand. sporadic Small dark lesions appear on the lower leaves. sudden Fruits show dark specks near the stem end.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
clear Foliage appears scorched and curled. sudden Brown patches coalesce into larger necrotic areas.,Potato,Unhealthy,Early_blight,Neem oil
"Visual check indicates: sporadic Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
According to the grower: notable Leaves look scorched or burnt at the edges. extensive Severe infections lead to premature leaf drop.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Agronomist notes: sudden Leaf edges appear scorched and curled. moderate Yellowing appears around brown lesions.,Tomato,Unhealthy,Early_blight,Horticultural oil
severe Fruit development may be reduced. sudden Leaves develop a musty odor. severe Lesions merge into large yellow areas.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Field observation shows: sudden Tiny dark specks appear with pale centers. visible Leaves become thin and sparse. clear Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Visual check indicates: moderate Flowers appear healthy and plentiful. slight Plant stands tall and vigorous.,Tomato,Healthy,healthy,None
According to the grower: extensive Leaves collapse suddenly without warning. sporadic Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil
According to the grower: moderate Leaf surfaces feel dry and rough. visible Fine yellow dust may be visible on foliage.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Agronomist notes: severe Growth appears stunted with patchy foliage.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Visual check indicates: clear Fruits develop firm dark lesions with greasy texture.,Tomato,Unhealthy,Late_blight,Neem oil
"sporadic Older leaves show symptoms first. rapid Spots expand during warm, humid weather.",Tomato,Unhealthy,Early_blight,Horticultural oil
Inspection reveals: slight Infestation begins on lower leaves. severe Infested leaves drop prematurely.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
moderate Fruit clusters are well-formed. slight Overall growth is steady and balanced.,Tomato,Healthy,healthy,None
clear Fruit development may be reduced. sporadic Lesions merge into large yellow areas.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
"Agronomist notes: visible Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
According to the grower: slight Lesions become angular and water-soaked.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Field observation shows: sudden Spots enlarge and develop yellow halos.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
"sudden White mold may appear on leaf undersides. moderate Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil
According to the grower: sudden Stems may show sunken brown streaks. rapid Leaf edges appear scorched and curled.,Tomato,Unhealthy,Early_blight,Horticultural oil
Field observation shows: sudden Lower leaves drop early under stress.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Field observation shows: extensive Leaves show circular or irregular necrotic areas. extensive Small dark lesions appear on the lower leaves.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer reports: sudden Fruit development may be stunted. notable Infestation begins on lower leaves.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Farmer complains: clear Tiny dark spots appear on young leaves. visible New growth appears stunted and distorted.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Inspection reveals: severe Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil
Field observation shows: slight Plant growth slows noticeably. rapid Lower leaves are affected first. slight Lesions merge into large yellow areas.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Farmer complains: notable Young leaves curl upward and turn yellow.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
"According to the grower: clear Overall growth appears stunted. severe Dark concentric rings form on lower leaves. sudden Spots expand during warm, humid weather.",Tomato,Unhealthy,Early_blight,Horticultural oil
Agronomist notes: sporadic Leaves appear crumpled and thickened. severe Leaf edges show bright yellow coloring. visible Flowers often drop without fruit setting.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
visible Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
"Agronomist notes: visible Warm, wet weather increases disease spread. clear Infected fruit shows raised, scabby lesions.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer reports: severe Spots increase rapidly in wet conditions.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Field observation shows: rapid Veins become thick and prominent. slight Virus spreads via whiteflies rapidly.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Field observation shows: sudden Fruits develop bright color and firm walls. sudden No visible blemishes on leaves or stems. sporadic Plant canopy is full and evenly spaced.,Pepper_bell,Healthy,healthy,None
Farmer reports: notable Virus spreads via whiteflies rapidly. notable Leaf edges show bright yellow coloring. clear Fruit production decreases sharply.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
slight Small dark lesions appear on the lower leaves. sudden Severe infections lead to premature leaf drop.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Inspection reveals: clear Surfaces remain free of lesions or mold. rapid Growth appears vigorous and balanced. slight Plant canopy is full and evenly spaced.,Pepper_bell,Healthy,healthy,None
Farmer complains: severe Virus spreads easily through plant contact.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Visual check indicates: sporadic Leaf surfaces feel dry and rough. clear Fine yellow dust may be visible on foliage.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
According to the grower: clear Fine yellow dust may be visible on foliage.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Field observation shows: visible Disease thrives in high humidity and poor airflow. sporadic Edges of leaves become brown and dry.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
According to the grower: visible Brown streaks may appear on stems. sporadic Plant growth becomes stunted and uneven.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
extensive Plant growth becomes stunted and uneven. extensive Warm weather accelerates disease spread. moderate Leaf edges become ragged and torn.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
Field observation shows: rapid Spots sometimes merge into larger dead areas. extensive Bacterial ooze may be visible under moist conditions.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Agronomist notes: moderate Lower leaves drop early in the season.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Agronomist notes: clear Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: clear Stems remain largely unaffected. sporadic Leaves become thin and sparse. extensive Yellow halos surround each small lesion.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Visual check indicates: clear Overall plant appears dwarfed. extensive Internodes shorten dramatically.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
"severe Fruits develop sunken, leathery patches. visible Leaf edges appear scorched and curled.",Tomato,Unhealthy,Early_blight,Horticultural oil
Visual check indicates: notable Plants maintain strong upright growth. sporadic No unusual odor detected in the field.,Potato,Healthy,healthy,None
According to the grower: severe Overall plant appears dwarfed. severe Veins become thick and prominent.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
"Farmer reports: sudden Lower leaves drop prematurely. notable New growth appears stunted and distorted. notable Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Agronomist notes: severe No visible blemishes on leaves or stems. sudden No unusual wilting or curling of leaves. clear Fruits develop bright color and firm walls.,Pepper_bell,Healthy,healthy,None
Agronomist notes: clear Plants look generally stressed. moderate Leaves become thin and sparse. sporadic Tiny dark specks appear with pale centers.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Agronomist notes: extensive Yellow halos surround each small lesion. visible Spots remain less than ⅛ inch in diameter. slight Severe infections reduce fruit yield.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer complains: clear Dark concentric rings form on lower leaves.,Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: clear Infestation begins on lower leaves. slight Plant vigor declines noticeably.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
According to the grower: moderate Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,None
"Farmer reports: clear Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil
Inspection reveals: moderate Spots increase rapidly in wet conditions. sporadic Yellow halos surround each small lesion.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
"According to the grower: sudden Lesions enlarge during warm, humid weather. rapid Small dark spots develop with concentric rings. sudden Lower leaves drop prematurely under stress.",Potato,Unhealthy,Early_blight,Neem oil
"Field observation shows: sporadic Cool, moist weather promotes rapid spread. sudden Edges of lesions look water-soaked. visible Fruit rot occurs quickly after infection.",Tomato,Unhealthy,Late_blight,Neem oil
According to the grower: extensive Lower leaves drop early in the season. visible Tiny dark specks appear with pale centers.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: sudden Edges of leaves become brown and dry.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Farmer reports: slight Stems turn brown and brittle.,Tomato,Unhealthy,Late_blight,Neem oil
Field observation shows: clear Plant stands tall and vigorous.,Tomato,Healthy,healthy,None
Inspection reveals: extensive Large irregular brown patches appear on leaves. rapid Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil
Visual check indicates: slight Plants show no signs of stress or pests.,Potato,Healthy,healthy,None
Visual check indicates: clear Healthy foliage covers the soil evenly. moderate Stems are firm and unblemished.,Potato,Healthy,healthy,None
Agronomist notes: sudden Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil
"Agronomist notes: severe Infected fruit shows raised, scabby lesions. moderate Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer reports: sporadic Fruits show dark specks near the stem end. visible Leaves show circular or irregular necrotic areas.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
According to the grower: sudden Small dark spots develop with concentric rings. clear Older leaves are the first to show symptoms. rapid Leaves yellow around brown lesions.,Potato,Unhealthy,Early_blight,Neem oil
sporadic Leaf edges turn brown and crack. moderate Spots sometimes merge into larger dead areas.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Visual check indicates: sporadic Healthy foliage covers the soil evenly. moderate Tuber development appears uniform and healthy. moderate Growth appears vigorous and steady.,Potato,Healthy,healthy,None
Visual check indicates: sudden Leaves look lush green with a glossy surface. notable No spots or discoloration on leaves. extensive Stems remain firm and robust.,Tomato,Healthy,healthy,None
Field observation shows: severe Brown patches coalesce into larger necrotic areas.,Potato,Unhealthy,Early_blight,Neem oil
According to the grower: severe Leaf edges become ragged and torn. notable Plant growth becomes stunted and uneven. visible Spots enlarge and develop yellow halos.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
According to the grower: sudden Veins become thick and prominent. sudden Leaves appear crumpled and thickened. sudden Growth becomes stunted and bushy.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
severe Leaves appear stippled with pale spots. rapid Webbing may be visible between leaves and stems. notable Infested leaves drop prematurely.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
