description,crop,status,disease,recommended_pesticide,image_path
Agronomist notes: sudden Plant stands tall and vigorous.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Agronomist notes: severe Blight odor is noticeable in severe infections.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\86992828-48ea-428c-bb7d-0c89365314b9___GHLB_PS Leaf 18.2 Day 8.jpg
moderate No signs of wilting or discoloration.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: sudden No sign of curling or wilting. extensive Flowers appear healthy and plentiful. visible Fruits develop evenly with no blemishes.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: slight Leaf edges remain intact and smooth. notable Plants maintain strong upright growth.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: extensive Growth appears vigorous and balanced. visible Plant canopy is full and evenly spaced. sudden Overall appearance is robust and lush.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: severe Leaves collapse suddenly without warning. visible Infected areas emit a musty odor.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\5de5dfbd-cd1f-4e5f-a263-256abb97b05b___GHLB_PS Leaf 8.1 Day 13.jpg
"Farmer reports: slight Lesions spread quickly under cool, wet weather. clear White fungal growth may appear under humid conditions.",Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\7ec8c270-72a5-4c84-bfdb-400735f5b35c___GHLB_PS Leaf 46 Day 18.jpg
Farmer reports: clear No signs of wilting or discoloration.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: moderate Fruits develop evenly with no blemishes. extensive No sign of curling or wilting. visible Leaves look lush green with a glossy surface.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: moderate White fungal growth may appear under humid conditions. severe Leaves become limp and collapse suddenly. clear New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\29e924db-ef09-49f2-9db3-e3c548a444d5___GHLB_PS Leaf 17.1 Day 9.jpg
Field observation shows: slight Large irregular brown patches appear on leaves. severe Edges of lesions look water-soaked. notable Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\5de5dfbd-cd1f-4e5f-a263-256abb97b05b___GHLB_PS Leaf 8.1 Day 13.jpg
"According to the grower: sudden White mold may appear on leaf undersides. sporadic Fruits develop firm dark lesions with greasy texture. severe Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\97968e5a-b1d0-428c-842a-f77308212339___GHLB_PS Leaf 46.2 Day 18.jpg
Visual check indicates: clear Leaves look lush green with a glossy surface.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
extensive No spots or discoloration on leaves. extensive Stems remain firm and robust.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: visible Flowers appear healthy and plentiful. visible No sign of curling or wilting.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
According to the grower: moderate No visible blemishes on leaves or stems.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer reports: moderate Blight odor is noticeable in severe infections. notable Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\b68b50e0-52b1-4ba0-98df-8080ffaf3a70___GHLB_PS Leaf 26 Day 16.jpg
Agronomist notes: extensive No unusual odor detected in the field. sudden Growth appears vigorous and steady. rapid No signs of wilting or discoloration.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
slight Growth appears vigorous and balanced.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
severe Large brown blotches develop rapidly on leaves. visible Leaves become limp and collapse suddenly. extensive New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\861d8b00-57a4-46b0-b51a-09d102dbe119___GHLB_PS Leaf 24 Day 13.jpg
Inspection reveals: moderate Flowers appear healthy and plentiful. clear Fruits develop evenly with no blemishes.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: visible Plant stands tall and vigorous. severe Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer complains: clear No sign of curling or wilting.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
"Field observation shows: severe Leaves collapse suddenly without warning. clear Edges of lesions look water-soaked. extensive Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\d63639eb-4a20-4321-b8b6-38de563a1ee6___GHLB_PS Leaf 26.4 Day 13.jpg
Inspection reveals: visible Leaves become limp and collapse suddenly. slight Stems show brown streaks near soil level. moderate Blight odor is noticeable in severe infections.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\d82b634e-9a19-497b-b698-aaf100d622a1___GHLB_PS Leaf 24 Day 13.jpg
Field observation shows: slight Growth appears vigorous and steady. slight No signs of wilting or discoloration.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
clear Large brown blotches develop rapidly on leaves.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\88e2e3f1-defc-4d08-951a-ea6ed654dfe0___GHLB_PS Leaf 8 Day 8.jpg
Farmer reports: notable Blight odor is noticeable in severe infections. moderate Whole fields can appear scorched and dead.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\3db1a347-001b-4170-8f64-4fa097f83bc7___GHLB_PS Leaf 1.2 Day 8.jpg
Farmer complains: visible Leaf edges remain intact and smooth. notable Tuber development appears uniform and healthy.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
"Farmer complains: rapid Lesions spread quickly under cool, wet weather. moderate Infected tubers show dark, firm patches beneath the skin.",Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\c1775bad-7c02-41fb-bb7d-f8df91d60ac3___GHLB_PS Leaf 23.5 Day 13.jpg
Inspection reveals: sporadic Surfaces remain free of lesions or mold.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: notable Plants show no signs of stress or pests. sudden Plants maintain strong upright growth.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: slight Stems show brown streaks near soil level. sudden Large brown blotches develop rapidly on leaves. sporadic New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\60196a6c-a134-4107-8178-d1bb47450cee___GHLB Leaf 23.1 Day 9.jpg
According to the grower: moderate Fruits develop firm dark lesions with greasy texture. moderate Stems turn brown and brittle.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\8fb5837a-daa2-49c9-8e6e-eeca83e1e764___GHLB_PS Leaf 26.1 Day 13.jpg
Inspection reveals: visible Surfaces remain free of lesions or mold. rapid No unusual wilting or curling of leaves.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
slight Edges of lesions appear water-soaked and greasy. clear White fungal growth may appear under humid conditions.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\7725973d-b1dd-4da4-abc9-2cc0cc247485___GHLB_PS Leaf 23.3 Day 9.jpg
Farmer reports: visible Leaves are lush green with no visible spots.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer reports: extensive Growth appears vigorous and steady. slight Leaves are lush green with no visible spots.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
rapid Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\fddb6641-3785-4971-b44c-3cf0193112c2___GHLB_PS Leaf 43.2 Day 18.jpg
Farmer complains: severe Stems are firm and unblemished. moderate Plants maintain strong upright growth. notable Tuber development appears uniform and healthy.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: severe Plant canopy is full and evenly spaced. sudden No unusual wilting or curling of leaves. severe Leaves look vibrant green with a smooth texture.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Visual check indicates: sudden Leaf edges remain intact and smooth. extensive Stems are firm and unblemished.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: slight Large irregular brown patches appear on leaves. visible Infected areas emit a musty odor. moderate Fruits develop firm dark lesions with greasy texture.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\127f2df5-4da2-40ef-ba65-91a732f2498e___GHLB_PS Leaf 40.1 Day 18.jpg
Agronomist notes: rapid No sign of curling or wilting. moderate Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer complains: slight Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\1bfebfc9-3eda-4889-bdb1-75a8929a1b4f___GHLB_PS Leaf 48 Day 18.jpg
Farmer reports: sudden Whole fields can appear scorched and dead.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\5d8d97e7-8a2f-459f-a610-c26af46c7f5f___GHLB_PS Leaf 25.2 Day 16.jpg
Visual check indicates: clear Stems are firm and unblemished. severe Growth appears vigorous and steady.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: rapid Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\d7d87536-e71c-4324-a00a-107b9ee00614___GHLB_PS Leaf 22.1 Day 9.jpg
Agronomist notes: extensive Stems appear firm and upright. rapid Fruit set appears normal and healthy.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
notable Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\4b115bc3-911c-4e98-b948-a6a360f06a87___GHLB_PS Leaf 25 Day 9.jpg
Visual check indicates: slight Stems show brown streaks near soil level. visible Blight odor is noticeable in severe infections. moderate Edges of lesions appear water-soaked and greasy.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\1f38a263-cfb5-47fe-8c0e-f8d62141f922___GHLB_PS leaf 28 Day 12 .jpg
Farmer complains: rapid Tuber development appears uniform and healthy. sudden Leaf edges remain intact and smooth. extensive Plants show no signs of stress or pests.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer complains: extensive Plants maintain strong upright growth. slight Growth appears vigorous and steady. extensive Leaves are lush green with no visible spots.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
According to the grower: slight Whole fields can appear scorched and dead.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\ea42a7f6-5683-41d6-b3fc-acf07d1865e4___GHLB_PS Leaf 8 Day 9.jpg
According to the grower: extensive Flowers appear healthy and plentiful. slight Fruits develop evenly with no blemishes.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: slight Edges of lesions look water-soaked. sudden Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\670616fe-c1a6-41a9-99b2-eb6270d8c299___GHLB_PS Leaf 26.2 Day 16.jpg
Farmer reports: sporadic Leaves collapse suddenly without warning.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\f843c76c-a7d4-4031-abe2-9245602fbb15___GHLB_PS Leaf 49.1 Day 18.jpg
Agronomist notes: rapid Leaf edges remain intact and smooth.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer reports: moderate Edges of lesions appear water-soaked and greasy.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\c3459ef4-41aa-415d-9941-e3fbdac87f20___GHLB_PS Leaf 8 Day 13.jpg
extensive Flowers appear healthy and plentiful. clear Plant stands tall and vigorous. sporadic Plants appear free from any pests or diseases.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
"visible Stems show brown streaks near soil level. severe Infected tubers show dark, firm patches beneath the skin. extensive New leaves become infected almost overnight.",Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\de8d11a4-24da-489d-9c88-0d7cf5344cdc___GHLB_PS Leaf 2.3 Day 16.jpg
"Inspection reveals: severe Infected tubers show dark, firm patches beneath the skin. rapid Whole fields can appear scorched and dead. notable Stems show brown streaks near soil level.",Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\1f2dc4ae-5264-443a-a103-67fafb37bc70___GHLB_PS Leaf 26.1 Day 16.jpg
Agronomist notes: sudden Plants maintain strong upright growth. severe No unusual odor detected in the field.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
notable Growth appears vigorous and steady. severe No signs of wilting or discoloration. notable Plants maintain strong upright growth.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer reports: sporadic New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\c9258e44-7f45-4baf-8140-69d4857c56ee___GHLB_PS Leaf 45 Day 18.jpg
According to the grower: slight Edges of lesions appear water-soaked and greasy. rapid Leaves become limp and collapse suddenly. moderate Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\45fefdc6-a9a7-4955-8066-146efe1c8a1c___GHLB_PS Leaf 27 Day 9.jpg
Agronomist notes: visible Whole plants may wilt overnight. extensive Fruit rot occurs quickly after infection.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\302da4a0-3b99-46ad-80f6-16ae585abf24___GHLB_PS Leaf 2.1 Day 18.jpg
Visual check indicates: moderate Large brown blotches develop rapidly on leaves. slight Edges of lesions appear water-soaked and greasy. rapid New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\baaa63dc-483f-44a6-ae09-855923e1607e___GHLB_PS Leaf 23.2 Day 9.jpg
"sudden Lesions spread quickly under cool, wet weather. severe Leaves become limp and collapse suddenly. moderate White fungal growth may appear under humid conditions.",Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\670616fe-c1a6-41a9-99b2-eb6270d8c299___GHLB_PS Leaf 26.2 Day 16.jpg
According to the grower: sporadic New leaves become infected almost overnight.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\f843c76c-a7d4-4031-abe2-9245602fbb15___GHLB_PS Leaf 49.1 Day 18.jpg
Agronomist notes: notable Leaves become limp and collapse suddenly. slight White fungal growth may appear under humid conditions. severe Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\d346f7f2-7cc9-43ef-bfcf-fbfd9d9db724___GHLB_PS Leaf 18 Day 8.jpg
Field observation shows: visible Plant stands tall and vigorous. slight No sign of curling or wilting.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
According to the grower: slight Stems appear firm and upright.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
"Farmer complains: notable Leaves become limp and collapse suddenly. notable Infected tubers show dark, firm patches beneath the skin. severe Whole fields can appear scorched and dead.",Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\c1114ce7-8c10-4854-8c07-66b3500ae853___GHLB_PS Leaf 8 Day 7.jpg
Farmer reports: rapid Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
"Farmer reports: sudden Fruits develop firm dark lesions with greasy texture. slight Stems turn brown and brittle. severe Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\5e8c40ac-42c2-47da-87d4-c136216c6bea___GHLB_PS Leaf 49 Day 18.jpg
slight No spots or discoloration on leaves.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
According to the grower: slight Fruits develop bright color and firm walls.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
sudden Blight odor is noticeable in severe infections. moderate New leaves become infected almost overnight. visible Leaves become limp and collapse suddenly.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\1f38a263-cfb5-47fe-8c0e-f8d62141f922___GHLB_PS leaf 28 Day 12 .jpg
Inspection reveals: slight New leaves become infected almost overnight. moderate Blight odor is noticeable in severe infections. extensive White fungal growth may appear under humid conditions.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\d63639eb-4a20-4321-b8b6-38de563a1ee6___GHLB_PS Leaf 26.4 Day 13.jpg
Farmer complains: sporadic Fruit rot occurs quickly after infection. rapid Infected areas emit a musty odor. rapid Large irregular brown patches appear on leaves.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\6395653e-67bb-45ae-97cb-9adf19a9ae62___GHLB_PS Leaf 16 Day 8.jpg
Farmer reports: sporadic Leaves look lush green with a glossy surface. rapid No sign of curling or wilting. sudden No spots or discoloration on leaves.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Agronomist notes: severe Growth appears vigorous and steady. extensive Leaf edges remain intact and smooth.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
clear Overall appearance is robust and lush. sporadic Surfaces remain free of lesions or mold.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Inspection reveals: notable Fruit set appears normal and healthy.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
According to the grower: moderate No visible blemishes on leaves or stems. extensive Stems appear firm and upright. extensive Fruit set appears normal and healthy.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Agronomist notes: severe Overall appearance is robust and lush. sudden Leaves look vibrant green with a smooth texture. moderate No visible blemishes on leaves or stems.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer complains: visible Plant stands tall and vigorous.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
According to the grower: rapid Flowers appear healthy and plentiful. severe No spots or discoloration on leaves.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer complains: notable No visible blemishes on leaves or stems.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: clear Overall growth is steady and balanced.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
"visible Cool, moist weather promotes rapid spread. moderate Fruit rot occurs quickly after infection.",Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\16b43113-cc8c-4082-a88f-648b79036e49___GHLB_PS Leaf 23.4 Day 13.jpg
Agronomist notes: notable Leaves become limp and collapse suddenly.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\f66ada20-cd47-4393-b7c6-87f1f39fd741___GHLB_PS Leaf 41.1 Day 18.jpg
"Inspection reveals: slight Blight odor is noticeable in severe infections. clear Large brown blotches develop rapidly on leaves. severe Infected tubers show dark, firm patches beneath the skin.",Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\5e8c40ac-42c2-47da-87d4-c136216c6bea___GHLB_PS Leaf 49 Day 18.jpg
Farmer complains: sudden Fruit clusters are well-formed. rapid Leaves look lush green with a glossy surface.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
According to the grower: notable Stems appear firm and upright.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer reports: sudden No spots or discoloration on leaves. sporadic Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Field observation shows: moderate No unusual wilting or curling of leaves.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer complains: clear Leaves become limp and collapse suddenly. sudden New leaves become infected almost overnight. sporadic Large brown blotches develop rapidly on leaves.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\0172b2ff-6f6f-43e1-9a63-ea4bb2bce450___GHLB_PS Leaf 17 Day 9.jpg
Visual check indicates: notable Whole plants may wilt overnight. sudden Stems turn brown and brittle. sudden Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\993825d6-dbbd-41b8-9993-c68c3504eff8___GHLB_PS Leaf 36 Day 13.jpg
According to the grower: slight No signs of wilting or discoloration. notable Plants show no signs of stress or pests.,Potato,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
Farmer complains: notable Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray,data2/plantvillage\Tomato_Late_blight\a59f35a2-f548-4e6f-8784-c106af003c33___GHLB_PS Leaf 25.1 Day 16.jpg
According to the grower: slight Stems turn brown and brittle.,Tomato,Unhealthy,Late_blight,Neem oil,data2/plantvillage\Tomato_Late_blight\b2a9abfe-731d-4143-a534-158a4aea4dd1___GHLB_PS Leaf 1.5 Day 13.jpg
According to the grower: visible Leaves look vibrant green with a smooth texture. notable Overall appearance is robust and lush. notable Stems appear firm and upright.,Pepper_bell,Healthy,healthy,,data2/plantvillage\Tomato_healthy\7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg
